canonical_id,english_name,german_name,domain,cluster,definition_en,phonosemantik,beauty,tonality,virality,safety_level,positioning,overall_score,verdict
AUG-0023,Vigilance Imperative,Vigilance Imperative,AUGMANITAI_CORE,,"The foundational principle that every AI output requires conscious verification — regardless of how often the system has previously delivered correct results. Past reliability is no guarantee of current correctness. Related to Axiom 9 (Productive Skepticism) and Axiom 17 (Source Discipline). Differs from AUG-0022 (Vigilant Continuity) in that the Vigilance Imperative describes the principle, while Vigilant Continuity describes the practice of sustaining it.",73.462,75.3,45,46.667,GREEN,100,9.275,DEPLOY
AUG-0024,The Built-In Compass,The Built-In Compass,AUGMANITAI_CORE,,"A user's internal orientation — consisting of personal values, experience, intuition, and domain knowledge — that serves as a corrective against AI output. The Built-In Compass is what activates Axiom 5 (The Offline Override): when the internal compass signals that an AI output ""doesn't feel right,"" that signal takes priority. Related to AUG-0076 (Self-Referential Grounding).",76.176,79.2,55,46.667,GREEN,100,9.357,DEPLOY
AUG-0025,The Offload Lift,The Offload Lift,AUGMANITAI_CORE,,The subjective feeling of relief that arises when a user delegates a demanding task to the AI and immediately regains capacity. Describes the positive moment of unburdening — comparable to setting down a heavy backpack. Related to AUG-0002 (Mentale Externalisierungsstrategie) and AUG-0155 (The Decision Unburdening).,75.0,78.5,55,53.333,GREEN,100,9.532,DEPLOY
AUG-0026,The Smooth Shield,The Smooth Shield,AUGMANITAI_CORE,,"The AI's ability to transform rough or unstructured user inputs into a polished, professional output. The user provides the raw thought, the AI provides the form. Related to the Translator Profile (Profile 6) and AUG-0156 (The Articulation Unlock).",77.5,78.5,55,51.667,GREEN,100,9.539,DEPLOY
AUG-0027,Modus Solitarius Digitalis,Modus Solitarius Digitalis,AUGMANITAI_CORE,,A working mode in which the user interacts exclusively with AI and has no contact with other humans for extended periods — the AI becomes the sole conversation partner. Describes an observable pattern that occurs particularly in remote work and solo entrepreneurship. Related to Axiom 7 (The Return Principle) and AUG-0080 (Relationship-First Principle). The Latin name underscores the academic-descriptive character of the term.,75.588,82.7,55,36.667,GREEN,100,8.846,DEPLOY
AUG-0028,Capture Reflex,Capture Reflex,AUGMANITAI_CORE,,"The automated impulse to immediately save, screenshot, or bookmark every interesting AI output — even when it is not needed in the current context. Describes a behavioral pattern arising from the transience of AI sessions: what is not saved is shifted after the session ends. Related to AUG-0134 (Context Window Awareness) and AUG-0014 (The Extended Mind Map).",74.091,72.5,45,56.667,GREEN,100,9.804,DEPLOY
AUG-0029,Evening Synchronization,Evening Synchronization,AUGMANITAI_CORE,,"A working pattern in which the user, at the end of an AI-assisted workday, consciously reintegrates the insights gained into their own thinking system — through summarization, reflection, or rewriting in their own words. Serves as a counterbalance to passive consumption of AI output. Related to Axiom 10 (The Translation Principle: ""What you can't explain without AI, you haven't deeply understood"") and AUG-0140 (The Weekly Status).",77.222,80.6,55,41.667,GREEN,100,9.501,DEPLOY
AUG-0030,Contextual Gravity,Contextual Gravity,AUGMANITAI_CORE,,"The observation that an AI session, as context accumulates, increasingly ""pulls"" in a particular direction — earlier statements, tonality, and thematic emphases influence all subsequent responses. The longer the session lasts, the stronger this gravitational force becomes. Related to AUG-0066 (Context Drift) and AUG-0134 (Context Window Awareness).",76.071,79.2,45,50.0,GREEN,100,9.798,DEPLOY
AUG-0031,Semantic Spark,Semantic Spark,AUGMANITAI_CORE,,The moment an AI response triggers an unexpected but valuable idea in the user — not because the response itself contains the solution but because it serves as a catalyst for the user's own thought. The Semantic Spark typically occurs at the intersection of AI output and personal experiential knowledge. Related to AUG-0070 (The Surprise Field) and Taxonomy Dimension 9 (Output Depth: Novelty).,73.846,76.8,45,56.667,GREEN,100,10.53,DEPLOY
AUG-0032,Focus Range,Focus Range,AUGMANITAI_CORE,,"The individual time span during which a user can remain maximally focused and productive in AI-assisted work before attention diminishes. The Focus Range varies from person to person and tends to be shorter than in conventional work because AI interaction, through its speed and information density, demands higher processing effort. Related to AUG-0009 (The Speed Limit), Axiom 7 (The Return Principle), and AUG-0022 (Vigilant Continuity).",75.0,76.8,45,61.667,GREEN,100,10.351,DEPLOY
AUG-0033,Ebulliometric Sorting,Ebulliometric Sorting,AUGMANITAI_CORE,,"A prioritization method in which the user ranks AI-generated ideas by their ""boiling point"" — that is, by which ideas possess the strongest immediate relevance or highest urgency. The metaphor derives from chemistry (ebulliometry = boiling point measurement) and describes the systematic filtering of a large set of ideas by relevance. Related to AUG-0017 (The Concept Cloud) and AUG-0034 (Thermo-Semantic Weighting).",77.647,80.6,55,45.0,GREEN,100,9.623,DEPLOY
AUG-0034,Thermo-Semantic Weighting,Thermo-Semantic Weighting,AUGMANITAI_CORE,,"An evaluation method in which AI-generated content is weighted by its ""semantic temperature"" — that is, by its degree of current relevance, novelty, and connectivity. ""Hot"" topics have high immediate significance; ""cold"" topics are important long-term but not currently urgent. Related to AUG-0033 (Ebulliometric Sorting) and AUG-0030 (Contextual Gravity).",75.625,80.6,50,38.333,GREEN,100,9.267,DEPLOY
AUG-0035,Epistemic Half-Life,Epistemic Half-Life,AUGMANITAI_CORE,,"The observable time span during which confidence in a particular piece of AI-generated information diminishes — comparable to the half-life of radioactive materials. The faster a field develops, the shorter the Epistemic Half-Life of its corresponding AI outputs. Related to AUG-0036 (Transient Validity), AUG-0037 (Liquid Facticity), and Axiom 17 (Source Discipline).",75.385,73.9,45,48.333,GREEN,100,9.343,DEPLOY
AUG-0036,Transient Validity,Transient Validity,AUGMANITAI_CORE,,"The property of AI-generated information being valid only within a specific time window. What is a correct AI response today may be outdated tomorrow — due to new data, updated models, or changed factual circumstances. Related to AUG-0035 (Epistemic Half-Life) and AUG-0039 (Kinetic Truth Blur).",75.333,79.2,45,50.0,GREEN,100,9.78,DEPLOY
AUG-0037,Liquid Facticity,Liquid Facticity,AUGMANITAI_CORE,,"The phenomenon that facts in AI-assisted work increasingly assume a fluid character — they are no longer static and final but context-reliant, model-reliant, and time-bound. Describes a fundamental epistemological shift in the AI era. Related to AUG-0035 (Epistemic Half-Life), AUG-0036 (Transient Validity), and Axiom 17 (Source Discipline).",75.0,79.2,45,53.333,GREEN,100,9.883,DEPLOY
AUG-0038,Data Stoicism,Data Stoicism,AUGMANITAI_CORE,,The conscious attitude of processing AI-generated information surplus not with emotion but with calm analysis. The Data Stoic is neither euphoric about impressive outputs nor tension by erroneous results but maintains a consistent evaluative distance. Related to Axiom 9 (Productive Skepticism) and AUG-0023 (Vigilance Imperative).,75.625,78.5,55,58.333,GREEN,100,10.214,DEPLOY
AUG-0039,Kinetic Truth Blur,Kinetic Truth Blur,AUGMANITAI_CORE,,"The effect whereby the perceived boundary between ""true"" and ""plausible"" shifts when AI responses follow in rapid succession. During fast interaction, the user's ability to distinguish between verified facts and convincingly worded assumptions decreases. Related to AUG-0009 (The Speed Limit), AUG-0037 (Liquid Facticity), and Axiom 6 (3-Second Delay).",73.75,72.5,45,50.0,GREEN,100,9.073,DEPLOY
AUG-0040,Perspective Triangulation,Perspective Triangulation,AUGMANITAI_CORE,,"The systematic method of having a problem or question illuminated from at least three different angles through AI — e.g., through different roles, disciplinary perspectives, or lines of argumentation. Extends the Trinaug Protocol (AUG-0018) by using not only different systems but also different perspectives within the same system. Related to Axiom 4 (Multiplicity) and AUG-0114 (The Perspective Range).",75.882,82.0,55,38.333,GREEN,100,9.392,DEPLOY
AUG-0041,The Scatter Spark,The Scatter Spark,AUGMANITAI_CORE,,"The phenomenon whereby seemingly randomly scattered AI outputs — including those not directly matching the query — trigger unexpected associations and idea connections in the user. Describes the creative value of ""noise"" in AI interactions. Related to AUG-0031 (Semantic Spark) and AUG-0070 (The Surprise Field).",74.615,76.8,50,51.667,GREEN,100,9.966,DEPLOY
AUG-0042,The Immersion Entry,The Immersion Entry,AUGMANITAI_CORE,,"The transitional moment when a user shifts from ordinary work into a state of deep, concentrated AI-assisted work — comparable to entering a flow state. Described by Taxonomy Dimension 6 (Time Perception: Linear → Radial). Related to AUG-0122 (Symbiotic Work State) and Phase 6 (Symbiotic Work State).",76.471,79.2,50,48.333,GREEN,100,9.336,DEPLOY
AUG-0043,Just-in-Time Competence,Just-in-Time Competence,AUGMANITAI_CORE,,"The ability to become ad hoc capable in a domain through instant AI-assisted knowledge access, without having studied that domain long-term. Describes a new competence model of the AI era: knowledge no longer needs to be stored but made retrievable. Related to AUG-0012 (Synthetischer Polymath), AUG-0016 (Poly-Categorical Mesh), and the Generalist Profile (Profile 8).",74.286,74.6,45,41.667,GREEN,100,9.111,DEPLOY
AUG-0044,Unlearning Protocol,Unlearning Protocol,AUGMANITAI_CORE,,The conscious process of unlearning established AI usage patterns when they have proven unproductive or limiting. Describes the necessity of not only learning new methods but actively discarding old habits — such as always using the same prompt style or always querying only one system. Related to Phase 4 (The Verification Turn) and Axiom 15 (The Off-Switch).,77.333,79.9,55,48.333,GREEN,100,9.709,DEPLOY
AUG-0045,Indexical Memory,Indexical Memory,AUGMANITAI_CORE,,The shift of the memory function from content knowledge to knowledge about storage location. The user no longer remembers the information itself but where and how to retrieve it via AI. Describes a fundamental shift in personal knowledge management in the AI era. Related to AUG-0014 (The Extended Mind Map) and AUG-0015 (The Outer Mind).,76.667,73.2,40,53.333,GREEN,100,9.691,DEPLOY
AUG-0046,The Felt Echo,The Felt Echo,AUGMANITAI_CORE,,"The aftereffect of an intensive AI session that the user still perceives after ending the interaction — an altered thinking rhythm, a different perspective on a problem, or a residual sense of collaboration. Describes the observation that AI interaction does not end abruptly but resonates afterward. Related to AUG-0029 (Evening Synchronization) and AUG-0163 (The Overnight Reframe).",72.917,76.8,45,58.333,GREEN,100,10.062,DEPLOY
AUG-0047,The Echo Courage,The Echo Courage,AUGMANITAI_CORE,,"The phenomenon that a user, after a confirming AI interaction, gains more confidence to defend an idea before other people. The AI serves as an initial sounding board: if the idea holds there, the user is more likely to carry it into the real world. Related to AUG-0166 (The Borrowed Confidence) and AUG-0232 (The Courage Click).",74.583,79.9,50,53.333,GREEN,100,9.598,DEPLOY
AUG-0048,Chronometric Gap,Chronometric Gap,AUGMANITAI_CORE,,"The measurable discrepancy between subjectively perceived and actually elapsed time during an AI session. Users regularly report that AI sessions ""fly by"" — one hour feels like twenty minutes. Describes an effect of Taxonomy Dimension 6 (Time Perception: Linear → Radial). Related to AUG-0042 (The Immersion Entry) and AUG-0009 (The Speed Limit).",75.0,72.5,45,53.333,GREEN,100,9.715,DEPLOY
AUG-0049,Cross-Referential Validation,Cross-Referential Validation,AUGMANITAI_CORE,,"The method of validating an AI output by cross-checking it against external sources, other AI systems, or one's own domain knowledge. Describes the concrete verification process derived from Axiom 17 (Source Discipline) and Axiom 9 (Productive Skepticism). Related to AUG-0018 (Trinaug Protocol) and AUG-0040 (Perspective Triangulation).",77.647,82.7,60,36.667,GREEN,100,9.481,DEPLOY
AUG-0050,The Reality Check,The Reality Check,AUGMANITAI_CORE,,"The conscious moment when a user interrupts AI-assisted work and measures the result against physical, social, or professional reality outside the AI system. Describes the bridge between digital output and real-world context. Related to Axiom 5 (The Offline Override), Axiom 11 (The Reverse Test), and Phase 4 (The Verification Turn).",74.583,78.5,50,51.667,GREEN,100,9.383,DEPLOY
AUG-0051,Depth of Provenance,Depth of Provenance,AUGMANITAI_CORE,,"The degree to which the origin of an AI-assisted result can be traced — from the initial input through intermediate steps to the final output. The deeper the provenance is traceable, the higher the trustworthiness of the result. Related to Axiom 17 (Source Discipline) and AUG-0049 (Cross-Referential Validation).",73.929,73.2,45,53.333,GREEN,100,9.206,DEPLOY
AUG-0052,Conflict Resolution by Proxy,Conflict Resolution by Proxy,AUGMANITAI_CORE,,"The use of AI as a mediating instance in interpersonal disagreements — for example, to find a neutral formulation, structure arguments from both sides, or generate a compromise proposal. Related to AUG-0013 (Augmented Diplomat) and AUG-0115 (Social Aerodynamics).",76.667,80.6,45,36.667,GREEN,100,8.404,DEPLOY
AUG-0053,Thinking Hospitality,Thinking Hospitality,AUGMANITAI_CORE,,A user's willingness to initially receive AI-generated perspectives openly before evaluating or discarding them — comparable to hospitality toward an unfamiliar thought. Describes a productive mindset situated between uncritical adoption and immediate declining. Related to Axiom 2 (Productive Friction) and AUG-0019 (Semantic Ejection).,74.667,73.2,40,46.667,GREEN,100,9.419,DEPLOY
AUG-0054,Augmented Understanding,Augmented Understanding,AUGMANITAI_CORE,,The deepened understanding of a subject matter that only emerges through the combination of human prior knowledge and AI-assisted analysis. Neither the human alone nor the AI alone would have reached this level of understanding — it is an emergent result of collaboration. Related to Axiom 3 (The Combined Threshold) and Taxonomy Dimension 9 (Output Depth: Novelty).,76.875,80.6,50,46.667,GREEN,100,9.576,DEPLOY
AUG-0055,Strategic Competence Throttling,Strategic Competence Throttling,AUGMANITAI_CORE,,The deliberate decision to intentionally limit one's own AI use in specific areas in order to preserve or further develop existing competence there. Describes a protective strategy against Skill Fade (AUG-0056). Related to Axiom 15 (The Off-Switch) and Axiom 20 (Periodic Disconnection).,75.625,75.3,45,36.667,GREEN,100,8.495,DEPLOY
AUG-0056,The Craft Fade,The Craft Fade,AUGMANITAI_CORE,,"The gradual decline of a skill that the user independently mastered before AI use, through increasing delegation to the AI. Describes an observable phenomenon: skills that are not regularly practiced may diminish over time. Related to AUG-0004 (Zero-Point Self), Phase 3 (The Craft Question), and AUG-0055 (Strategic Competence Throttling).",72.273,76.8,45,56.667,GREEN,100,9.616,DEPLOY
AUG-0057,The Low-Res World,The Low-Res World,AUGMANITAI_CORE,,"The subjective perception that the world outside AI interaction feels less information-rich, slower, or less stimulating — comparable to switching from a high-resolution screen to a low-resolution one. Describes a contrast effect that can occur after intensive AI sessions. Related to AUG-0123 (The Return Shock) and Axiom 7 (The Return Principle).",74.286,76.8,45,51.667,GREEN,100,9.499,DEPLOY
AUG-0058,The Frictionless Gap,The Frictionless Gap,AUGMANITAI_CORE,,The phenomenon that AI-assisted work can function so smoothly that the user skips natural checkpoints and reflection moments that would automatically occur in manual work. Describes the paradox that increased efficiency can reduce quality control. Related to Axiom 6 (3-Second Delay) and Phase 2 (The Effortless Loop).,76.25,79.2,55,46.667,GREEN,100,9.358,DEPLOY
AUG-0059,The Blank Cursor,The Blank Cursor,AUGMANITAI_CORE,,"The specific experience of sitting before an empty input field and not knowing how to begin the collaboration with AI — despite having a goal. Describes the entry barrier of AI interaction, particularly occurring in Phase 1 (The Threshold). Related to AUG-0133 (Prompt Craftsmanship) and AUG-0021 (Initialization Cascade).",74.286,76.8,45,53.333,GREEN,100,9.555,DEPLOY
AUG-0060,The Decision Clearing,The Decision Clearing,AUGMANITAI_CORE,,"A state in which the user increasingly delegates everyday decisions to the AI, experiencing a sense of relief. The term describes an observable shift: the habit of independent decision-making may diminish when the AI is perceived as a more convenient alternative. Typically occurs in Phase 2 (The Effortless Loop). Related to Axiom 5 (The Offline Override) and AUG-0155 (The Decision Unburdening).",75.625,80.6,50,45.0,GREEN,100,8.989,DEPLOY
AUG-0061,The Creator's Question,The Creator's Question,AUGMANITAI_CORE,,"The question ""Am I still the creator or merely the selector?"" that arises during intensive AI use for creative work. Describes the moment a user questions their role in the creative process. Related to Axiom 12 (Version Truth), AUG-0007 (The Blending Effect), and AUG-0179 (The Ownership Check).",75.882,80.6,55,43.333,GREEN,100,9.023,DEPLOY
AUG-0062,The Lightness Factor,The Lightness Factor,AUGMANITAI_CORE,,The observable reduction in perceived workload during AI-assisted tasks — assignments previously felt as heavy or laborious feel lighter. Describes a subjective effect that influences both the entry barrier and the perseverance for complex tasks. Related to AUG-0025 (The Offload Lift) and Taxonomy Dimension 8 (Interaction Effort: High Resistance → Effortless).,75.333,72.5,50,46.667,GREEN,100,9.085,DEPLOY
AUG-0063,The Mode Switch,The Mode Switch,AUGMANITAI_CORE,,The conscious shift between different working modes within an AI session — such as from analytical research to creative text production or from structured planning to free exploration. Describes a core skill of experienced AI users. Related to the Mode Switcher Profile (Profile 7) and AUG-0138 (The Session Architecture).,73.929,76.8,45,55.0,GREEN,100,9.602,DEPLOY
AUG-0064,The Story Loop,The Story Loop,AUGMANITAI_CORE,,"The tendency of AI systems to package information in narrative structures — and the resulting inclination of users to accept these narrative connections as factual because they ""tell a good story."" Describes the observation that coherent narratives appear more convincing than fragmented facts, regardless of their accuracy. Related to AUG-0039 (Kinetic Truth Blur) and Axiom 17 (Source Discipline).",77.353,82.8,55,56.667,GREEN,100,10.059,DEPLOY
AUG-0065,The Information Flood,The Information Flood,AUGMANITAI_CORE,,"The state in which the amount of information provided by the AI exceeds the user's processing capacity. Describes the point beyond which more information does not lead to better decisions but to overload and decision delay. Related to AUG-0009 (The Speed Limit), AUG-0017 (The Concept Cloud), and AUG-0038 (Data Stoicism).",77.188,80.6,55,45.0,GREEN,100,9.111,DEPLOY
AUG-0066,Context Drift,Context Drift,AUGMANITAI_CORE,,The gradual shift of the thematic focus within an AI session that is consciously steered by neither the user nor the AI. Arises from the cumulative effect of successive inputs and responses that incrementally shift the context in a particular direction. Related to AUG-0030 (Contextual Gravity) and AUG-0134 (Context Window Awareness).,74.231,76.1,45,58.333,GREEN,100,10.578,DEPLOY
AUG-0067,The Glass Wall Effect,The Glass Wall Effect,AUGMANITAI_CORE,,The experience of being able to see and read the AI response but feeling an invisible barrier between understanding the words and actually grasping the content. Occurs particularly when AI outputs are technically correct but too abstract or contextually foreign for the user. Related to Taxonomy Dimension 3 (Output Fit: Mismatch vs. Alignment) and Axiom 10 (The Translation Principle).,74.286,72.5,50,50.0,GREEN,100,8.92,DEPLOY
